start,end,label,filename
216.2630563352045,219.26531174819567,speech,-5dCv5_nvU8.wav
219.26531174819567,222.20651626683124,etc,-5dCv5_nvU8.wav
222.20651626683124,224.67178290676708,speech,-5dCv5_nvU8.wav
224.67178290676708,233.09274321149846,etc,-5dCv5_nvU8.wav
233.09274321149846,236.461127333391,speech,-5dCv5_nvU8.wav
236.461127333391,239.60983422994272,etc,-5dCv5_nvU8.wav
239.60983422994272,241.44047777444953,sneeze,-5dCv5_nvU8.wav
241.44047777444953,273.06232019626196,speech,-5dCv5_nvU8.wav
273.06232019626196,276.87005876883615,etc,-5dCv5_nvU8.wav
276.87005876883615,282.14231217701575,speech,-5dCv5_nvU8.wav
282.14231217701575,293.4742588490286,etc,-5dCv5_nvU8.wav
293.4742588490286,295.30490239353543,sneeze,-5dCv5_nvU8.wav
295.30490239353543,306.2399464993895,speech,-5dCv5_nvU8.wav
306.2399464993895,309.3886533959412,etc,-5dCv5_nvU8.wav
309.3886533959412,310.51144810323876,speech,-5dCv5_nvU8.wav
310.51144810323876,313.31843487148257,etc,-5dCv5_nvU8.wav
313.31843487148257,318.57264497573277,speech,-5dCv5_nvU8.wav
318.57264497573277,320.8914601321081,cough,-5dCv5_nvU8.wav
320.8914601321081,332.04618146330296,etc,-5dCv5_nvU8.wav
332.04618146330296,334.04549875119494,sneeze,-5dCv5_nvU8.wav
334.04549875119494,338.3756071455787,speech,-5dCv5_nvU8.wav
338.3756071455787,340.4062841875702,etc,-5dCv5_nvU8.wav
340.4062841875702,342.6377510901974,speech,-5dCv5_nvU8.wav
342.6377510901974,385.8826013810274,speech,-5dCv5_nvU8.wav
385.8826013810274,387.05146499668933,throat-clearing,-5dCv5_nvU8.wav
387.05146499668933,418.8084689915364,speech,-5dCv5_nvU8.wav
418.8084689915364,419.4725960458897,throat-clearing,-5dCv5_nvU8.wav
419.4725960458897,457.6177031152676,speech,-5dCv5_nvU8.wav
457.6177031152676,458.4720034360374,throat-clearing,-5dCv5_nvU8.wav
458.4720034360374,496.9901683489711,speech,-5dCv5_nvU8.wav
496.9901683489711,497.7224257667738,throat-clearing,-5dCv5_nvU8.wav
497.7224257667738,542.3052244836944,speech,-5dCv5_nvU8.wav
542.3052244836944,542.9642561597169,sniffle,-5dCv5_nvU8.wav
542.9642561597169,545.7712429279607,etc,-5dCv5_nvU8.wav
545.7712429279607,551.0434963361403,speech,-5dCv5_nvU8.wav
551.0434963361403,552.581236913526,etc,-5dCv5_nvU8.wav
552.581236913526,554.4118804580328,speech,-5dCv5_nvU8.wav
554.4118804580328,555.0220949728684,throat-clearing,-5dCv5_nvU8.wav
555.0220949728684,565.0847954540233,speech,-5dCv5_nvU8.wav
565.0847954540233,567.0130733209038,etc,-5dCv5_nvU8.wav
567.0130733209038,594.7973439337018,speech,-5dCv5_nvU8.wav
594.7973439337018,598.7492700098373,etc,-5dCv5_nvU8.wav
598.7492700098373,620.6388877174793,speech,-5dCv5_nvU8.wav
620.6388877174793,623.2735051015698,etc,-5dCv5_nvU8.wav
623.2735051015698,627.728945527756,speech,-5dCv5_nvU8.wav
627.728945527756,630.3366790609883,etc,-5dCv5_nvU8.wav
630.3366790609883,639.235233695008,speech,-5dCv5_nvU8.wav
639.235233695008,639.9610976681759,throat-clearing,-5dCv5_nvU8.wav
639.9610976681759,643.0392985914243,speech,-5dCv5_nvU8.wav
643.0392985914243,645.1093551074954,etc,-5dCv5_nvU8.wav
645.1093551074954,718.4535476503986,speech,-5dCv5_nvU8.wav
718.4535476503986,720.631139569902,etc,-5dCv5_nvU8.wav
720.631139569902,842.3038548752835,speech,-5dCv5_nvU8.wav
0.0,0.12697545080635209,etc,-9jpjShrNGs_20_000-30_000.wav
0.12697545080635209,1.4681178574230347,silence,-9jpjShrNGs_20_000-30_000.wav
1.4681178574230347,2.115565915789709,etc,-9jpjShrNGs_20_000-30_000.wav
2.115565915789709,2.8709219838841626,silence,-9jpjShrNGs_20_000-30_000.wav
2.8709219838841626,4.73618900917863,etc,-9jpjShrNGs_20_000-30_000.wav
4.73618900917863,8.035091020856447,etc,-9jpjShrNGs_20_000-30_000.wav
8.035091020856447,9.1178231292517,speech,-9jpjShrNGs_20_000-30_000.wav
0.0,2.6245778418451398,silence,-BdPW1c_3_8_0_000-10_000.wav
2.6245778418451398,3.3177615321252056,sneeze,-BdPW1c_3_8_0_000-10_000.wav
3.3177615321252056,4.433618204283361,speech,-BdPW1c_3_8_0_000-10_000.wav
4.433618204283361,5.972147858319604,silence,-BdPW1c_3_8_0_000-10_000.wav
5.972147858319604,6.749866144975288,etc,-BdPW1c_3_8_0_000-10_000.wav
6.749866144975288,10.0,etc,-BdPW1c_3_8_0_000-10_000.wav
0.0,6.952749176276771,speech,-CwXrwgVffM_30_000-40_000.wav
6.952749176276771,8.085512767710048,etc,-CwXrwgVffM_30_000-40_000.wav
8.085512767710048,10.0,etc,-CwXrwgVffM_30_000-40_000.wav
0.0,2.692205518945634,etc,-f6GIijHlt8_10_000-20_000.wav
2.692205518945634,4.805570428336079,speech,-f6GIijHlt8_10_000-20_000.wav
4.805570428336079,7.4768636738056005,speech,-f6GIijHlt8_10_000-20_000.wav
7.4768636738056005,10.0,silence,-f6GIijHlt8_10_000-20_000.wav
0.0,2.2016281403280695,speech,-FR2ifVpfOI_0_000-7_000.wav
2.2016281403280695,3.2444328129494524,sneeze,-FR2ifVpfOI_0_000-7_000.wav
3.2444328129494524,4.514383057824998,speech,-FR2ifVpfOI_0_000-7_000.wav
4.514383057824998,6.106848072562358,etc,-FR2ifVpfOI_0_000-7_000.wav
0.0,0.9846066721581547,etc,-FW109cbv0g_30_000-40_000.wav
0.9846066721581547,3.757341433278418,silence,-FW109cbv0g_30_000-40_000.wav
3.757341433278418,5.431126441515651,etc,-FW109cbv0g_30_000-40_000.wav
5.431126441515651,6.969656095551894,speech,-FW109cbv0g_30_000-40_000.wav
6.969656095551894,10.0,etc,-FW109cbv0g_30_000-40_000.wav
0.0,1.1274756086399413,silence,-FYbupIu_5A_18_000-28_000.wav
1.1274756086399413,1.6322893818153288,etc,-FYbupIu_5A_18_000-28_000.wav
1.6322893818153288,5.084564217724432,silence,-FYbupIu_5A_18_000-28_000.wav
5.084564217724432,6.224466286184985,sneeze,-FYbupIu_5A_18_000-28_000.wav
6.224466286184985,6.257034916712429,etc,-FYbupIu_5A_18_000-28_000.wav
6.257034916712429,8.04830959572187,silence,-FYbupIu_5A_18_000-28_000.wav
8.04830959572187,9.631746031746031,etc,-FYbupIu_5A_18_000-28_000.wav
0.0,1.3058381383855022,etc,-HQHnhqC7TE_50_000-60_000.wav
1.3058381383855022,2.8274608731466224,sneeze,-HQHnhqC7TE_50_000-60_000.wav
2.8274608731466224,5.177522652388797,etc,-HQHnhqC7TE_50_000-60_000.wav
5.177522652388797,7.42614291598023,speech,-HQHnhqC7TE_50_000-60_000.wav
7.42614291598023,7.510677512355848,etc,-HQHnhqC7TE_50_000-60_000.wav
7.510677512355848,10.0,etc,-HQHnhqC7TE_50_000-60_000.wav
0.0,3.6111757731044087,silence,-i-71_Sz8ic_3_000-13_000.wav
3.6111757731044087,4.298314070444213,sneeze,-i-71_Sz8ic_3_000-13_000.wav
4.298314070444213,5.875608798428762,speech,-i-71_Sz8ic_3_000-13_000.wav
5.875608798428762,8.686629105727958,silence,-i-71_Sz8ic_3_000-13_000.wav
8.686629105727958,9.236916099773243,etc,-i-71_Sz8ic_3_000-13_000.wav
0.0,4.264539341352961,silence,-iNvaCbzWeg_260_000-270_000.wav
4.264539341352961,5.228231554786935,sneeze,-iNvaCbzWeg_260_000-270_000.wav
5.228231554786935,7.172522862592319,speech,-iNvaCbzWeg_260_000-270_000.wav
7.172522862592319,8.744862789774064,silence,-iNvaCbzWeg_260_000-270_000.wav
8.744862789774064,9.285882979772085,sniffle,-iNvaCbzWeg_260_000-270_000.wav
9.285882979772085,9.999977324263039,etc,-iNvaCbzWeg_260_000-270_000.wav
0.0,0.7451593384429205,etc,-jLQkyDhIxw_10_000-20_000.wav
0.7451593384429205,5.987335554138634,cough,-jLQkyDhIxw_10_000-20_000.wav
5.987335554138634,7.005663704147093,etc,-jLQkyDhIxw_10_000-20_000.wav
7.005663704147093,10.0,cough,-jLQkyDhIxw_10_000-20_000.wav
0.0,1.4241898027593793,speech,-Jm-m_Xufoc_40_000-50_000.wav
1.4241898027593793,3.639001250037357,silence,-Jm-m_Xufoc_40_000-50_000.wav
3.639001250037357,4.213837808872863,speech,-Jm-m_Xufoc_40_000-50_000.wav
4.213837808872863,4.670325664418706,sniffle,-Jm-m_Xufoc_40_000-50_000.wav
4.670325664418706,7.527601500983424,speech,-Jm-m_Xufoc_40_000-50_000.wav
7.527601500983424,10.000022675736961,etc,-Jm-m_Xufoc_40_000-50_000.wav
0.0,1.9969160997732427,sneeze,-M9pYoMpqtg_0_000-2_000.wav
0.0,8.865219456336451,etc,-Mdd8ysxJ5c_10_000-20_000.wav
8.865219456336451,10.0,cough,-Mdd8ysxJ5c_10_000-20_000.wav
0.0,1.9151807680238486,sneeze,-no4r2Y4qRs_6_000-16_000.wav
1.9151807680238486,6.1104175583797495,silence,-no4r2Y4qRs_6_000-16_000.wav
6.1104175583797495,9.580589569160997,speech,-no4r2Y4qRs_6_000-16_000.wav
0.0,2.6312801728064126,cough,-o2vmOibWF4_310_000-320_000.wav
2.6312801728064126,9.228275579382945,speech,-o2vmOibWF4_310_000-320_000.wav
9.228275579382945,10.0,cough,-o2vmOibWF4_310_000-320_000.wav
0.0,4.960152376738798,etc,-OanE09iAA4_0_000-10_000.wav
4.960152376738798,7.758341032414214,speech,-OanE09iAA4_0_000-10_000.wav
7.758341032414214,10.0,cough,-OanE09iAA4_0_000-10_000.wav
0.0,10.0,etc,-oxqoh8EgGw_30_000-40_000.wav
0.0,3.5377680674864673,etc,-qvb5KM_xYM_0_000-10_000.wav
3.5377680674864673,6.107777135166258,silence,-qvb5KM_xYM_0_000-10_000.wav
6.107777135166258,7.10534644433144,etc,-qvb5KM_xYM_0_000-10_000.wav
7.10534644433144,10.00061224489796,silence,-qvb5KM_xYM_0_000-10_000.wav
0.0,1.8299526359143325,sneeze,-RKs4NoVRms_30_000-40_000.wav
1.8299526359143325,4.839384266886326,speech,-RKs4NoVRms_30_000-40_000.wav
4.839384266886326,5.600195634266886,sniffle,-RKs4NoVRms_30_000-40_000.wav
5.600195634266886,7.1049114497528825,speech,-RKs4NoVRms_30_000-40_000.wav
7.1049114497528825,9.539507825370675,silence,-RKs4NoVRms_30_000-40_000.wav
9.539507825370675,10.0,etc,-RKs4NoVRms_30_000-40_000.wav
0.0,4.771756589785832,silence,-S5YpP84VEY_30_000-40_000.wav
4.771756589785832,5.870706342668863,sneeze,-S5YpP84VEY_30_000-40_000.wav
5.870706342668863,10.0,silence,-S5YpP84VEY_30_000-40_000.wav
0.0,2.923496076721883,cough,-szeMToBrRE_60_000-70_000.wav
2.923496076721883,5.730539759788676,etc,-szeMToBrRE_60_000-70_000.wav
5.730539759788676,8.865219456336451,speech,-szeMToBrRE_60_000-70_000.wav
8.865219456336451,10.0,etc,-szeMToBrRE_60_000-70_000.wav
0.0,2.932351104113261,etc,-TbcaCBA0pI_50_000-60_000.wav
2.932351104113261,4.845037020650886,cough,-TbcaCBA0pI_50_000-60_000.wav
4.845037020650886,9.440796236776015,speech,-TbcaCBA0pI_50_000-60_000.wav
9.440796236776015,10.0,etc,-TbcaCBA0pI_50_000-60_000.wav
0.0,0.9931023573291782,etc,-THYRau6Prs_220_000-230_000.wav
0.9931023573291782,2.70212651919456,speech,-THYRau6Prs_220_000-230_000.wav
2.70212651919456,4.499701155767993,etc,-THYRau6Prs_220_000-230_000.wav
4.499701155767993,5.588871994677018,cough,-THYRau6Prs_220_000-230_000.wav
5.588871994677018,10.000022675736961,etc,-THYRau6Prs_220_000-230_000.wav
0.0,9.99952380952381,etc,-US0Qih3W9k_20_000-30_000.wav
0.0,1.29176473483957,etc,-v7IdeJI0-4_11_000-21_000.wav
1.29176473483957,3.6882416431317173,silence,-v7IdeJI0-4_11_000-21_000.wav
3.6882416431317173,6.247744191443739,speech,-v7IdeJI0-4_11_000-21_000.wav
6.247744191443739,6.883544187521247,sneeze,-v7IdeJI0-4_11_000-21_000.wav
6.883544187521247,9.62237493985513,etc,-v7IdeJI0-4_11_000-21_000.wav
9.62237493985513,9.642539682539683,etc,-v7IdeJI0-4_11_000-21_000.wav
0.0,2.9589161862873947,etc,-VbTE2bPuyw_210_000-220_000.wav
2.9589161862873947,3.791288761076917,cough,-VbTE2bPuyw_210_000-220_000.wav
3.791288761076917,4.791906856302619,etc,-VbTE2bPuyw_210_000-220_000.wav
4.791906856302619,7.165054197191895,speech,-VbTE2bPuyw_210_000-220_000.wav
7.165054197191895,10.0,etc,-VbTE2bPuyw_210_000-220_000.wav
0.0,1.1613298252169222,etc,-vu4jJkffMw_80_000-90_000.wav
1.1613298252169222,1.550945729468771,sneeze,-vu4jJkffMw_80_000-90_000.wav
1.550945729468771,6.252901301235402,etc,-vu4jJkffMw_80_000-90_000.wav
6.252901301235402,7.262360689524283,cough,-vu4jJkffMw_80_000-90_000.wav
7.262360689524283,9.00677735174279,etc,-vu4jJkffMw_80_000-90_000.wav
9.00677735174279,9.999863945578232,speech,-vu4jJkffMw_80_000-90_000.wav
0.0,0.9000720757825369,etc,-We788L7LJk_160_000-170_000.wav
0.9000720757825369,2.6752985996705103,sniffle,-We788L7LJk_160_000-170_000.wav
2.6752985996705103,10.0,etc,-We788L7LJk_160_000-170_000.wav
0.0,1.6702280625319865,etc,-wf7qEE2WKg_29_000-39_000.wav
1.6702280625319865,2.4726517670824504,sneeze,-wf7qEE2WKg_29_000-39_000.wav
2.4726517670824504,4.7719043051212795,silence,-wf7qEE2WKg_29_000-39_000.wav
4.7719043051212795,9.127165532879818,etc,-wf7qEE2WKg_29_000-39_000.wav
0.0,10.0,etc,-xzOD_mm4F0_30_000-40_000.wav
0.0,2.1442536662806284,speech,-yJtuj9EuMg_190_000-200_000.wav
2.1442536662806284,2.8615108849822377,etc,-yJtuj9EuMg_190_000-200_000.wav
2.8615108849822377,3.9241141719475854,cough,-yJtuj9EuMg_190_000-200_000.wav
3.9241141719475854,4.747631719345729,speech,-yJtuj9EuMg_190_000-200_000.wav
4.747631719345729,5.287788390219781,etc,-yJtuj9EuMg_190_000-200_000.wav
5.287788390219781,6.76657796457989,cough,-yJtuj9EuMg_190_000-200_000.wav
6.76657796457989,10.0,etc,-yJtuj9EuMg_190_000-200_000.wav
0.0,0.9045498314877226,speech,-zeXIY8V1-E_30_000-40_000.wav
0.9045498314877226,1.9582980910616925,cough,-zeXIY8V1-E_30_000-40_000.wav
1.9582980910616925,5.801379978919699,speech,-zeXIY8V1-E_30_000-40_000.wav
5.801379978919699,7.572385457195278,etc,-zeXIY8V1-E_30_000-40_000.wav
7.572385457195278,10.0,speech,-zeXIY8V1-E_30_000-40_000.wav
0.0,1.1848313224960494,sneeze,-ZTXOjEwSD0_5_000-15_000.wav
1.1848313224960494,3.4967165879366573,etc,-ZTXOjEwSD0_5_000-15_000.wav
3.4967165879366573,4.59031746031746,sneeze,-ZTXOjEwSD0_5_000-15_000.wav
4.59031746031746,5.22647246999294,speech,-ZTXOjEwSD0_5_000-15_000.wav
5.22647246999294,5.29300154237972,etc,-ZTXOjEwSD0_5_000-15_000.wav
5.29300154237972,6.789905671082272,silence,-ZTXOjEwSD0_5_000-15_000.wav
6.789905671082272,7.372035054466598,speech,-ZTXOjEwSD0_5_000-15_000.wav
7.372035054466598,8.619455161718724,etc,-ZTXOjEwSD0_5_000-15_000.wav
8.619455161718724,9.634023515617121,silence,-ZTXOjEwSD0_5_000-15_000.wav
9.634023515617121,9.837551020408164,etc,-ZTXOjEwSD0_5_000-15_000.wav
0.0,1.4749073311367378,etc,0-8Ht8OvuII_30_000-40_000.wav
1.4749073311367378,2.4893224876441513,silence,0-8Ht8OvuII_30_000-40_000.wav
2.4893224876441513,4.399804365733114,sneeze,0-8Ht8OvuII_30_000-40_000.wav
4.399804365733114,5.61710255354201,speech,0-8Ht8OvuII_30_000-40_000.wav
5.61710255354201,10.0,silence,0-8Ht8OvuII_30_000-40_000.wav
0.0,2.939771309402399,etc,02Sa2hBL_48_20_000-30_000.wav
2.939771309402399,3.4050343927796267,sneeze,02Sa2hBL_48_20_000-30_000.wav
3.4050343927796267,9.489342403628118,etc,02Sa2hBL_48_20_000-30_000.wav
0.0,2.1680910214168034,etc,05FErJX7xOU_60_000-70_000.wav
2.1680910214168034,2.9289023887973635,sneeze,05FErJX7xOU_60_000-70_000.wav
2.9289023887973635,4.061665980230642,silence,05FErJX7xOU_60_000-70_000.wav
4.061665980230642,6.0735893739703455,speech,05FErJX7xOU_60_000-70_000.wav
6.0735893739703455,6.885121499176276,sniffle,05FErJX7xOU_60_000-70_000.wav
6.885121499176276,10.0,silence,05FErJX7xOU_60_000-70_000.wav
0.0,6.403888688133515,cough,05YBpmCnoOQ.wav
6.403888688133515,13.743179972385432,speech,05YBpmCnoOQ.wav
13.743179972385432,17.372499838224293,cough,05YBpmCnoOQ.wav
17.372499838224293,23.743972491585843,etc,05YBpmCnoOQ.wav
23.743972491585843,26.91626689283759,cough,05YBpmCnoOQ.wav
26.91626689283759,55.45588002248534,speech,05YBpmCnoOQ.wav
55.45588002248534,58.45342939315965,etc,05YBpmCnoOQ.wav
58.45342939315965,61.6660495706985,cough,05YBpmCnoOQ.wav
61.6660495706985,67.55361290861487,etc,05YBpmCnoOQ.wav
67.55361290861487,68.40598639455783,cough,05YBpmCnoOQ.wav
0.0,1.79330826597526,etc,0AWF9zOT8YY.wav
1.79330826597526,19.859256042595362,speech,0AWF9zOT8YY.wav
19.859256042595362,20.060884924030855,hiccup,0AWF9zOT8YY.wav
20.060884924030855,28.737089934933447,speech,0AWF9zOT8YY.wav
28.737089934933447,29.194115399520562,hiccup,0AWF9zOT8YY.wav
29.194115399520562,39.638491457879056,speech,0AWF9zOT8YY.wav
39.638491457879056,40.82138089563394,hiccup,0AWF9zOT8YY.wav
40.82138089563394,49.35700354306978,speech,0AWF9zOT8YY.wav
49.35700354306978,50.17696099424079,etc,0AWF9zOT8YY.wav
50.17696099424079,54.14849210498189,speech,0AWF9zOT8YY.wav
54.14849210498189,57.011622221365876,etc,0AWF9zOT8YY.wav
57.011622221365876,57.992882777685274,speech,0AWF9zOT8YY.wav
57.992882777685274,58.880049856001435,etc,0AWF9zOT8YY.wav
58.880049856001435,59.726891158030504,hiccup,0AWF9zOT8YY.wav
59.726891158030504,61.17861910436605,etc,0AWF9zOT8YY.wav
61.17861910436605,61.689412270669294,breathe,0AWF9zOT8YY.wav
61.689412270669294,64.99612592621136,speech,0AWF9zOT8YY.wav
64.99612592621136,65.73543182480817,breathe,0AWF9zOT8YY.wav
65.73543182480817,71.31383087785679,speech,0AWF9zOT8YY.wav
71.31383087785679,71.78429826787294,hiccup,0AWF9zOT8YY.wav
71.78429826787294,79.06254303415612,speech,0AWF9zOT8YY.wav
79.06254303415612,79.35826539359483,hiccup,0AWF9zOT8YY.wav
79.35826539359483,83.59247190374018,speech,0AWF9zOT8YY.wav
83.59247190374018,88.16272654961134,etc,0AWF9zOT8YY.wav
88.16272654961134,89.30529021107913,speech,0AWF9zOT8YY.wav
89.30529021107913,91.57697560858567,etc,0AWF9zOT8YY.wav
91.57697560858567,91.93990759516956,hiccup,0AWF9zOT8YY.wav
91.93990759516956,94.44010572496965,etc,0AWF9zOT8YY.wav
94.44010572496965,97.99493714741075,speech,0AWF9zOT8YY.wav
97.99493714741075,98.505730313714,hiccup,0AWF9zOT8YY.wav
98.505730313714,103.43891694616903,speech,0AWF9zOT8YY.wav
103.43891694616903,103.80184893275292,hiccup,0AWF9zOT8YY.wav
103.80184893275292,105.77781197082075,speech,0AWF9zOT8YY.wav
105.77781197082075,108.81568711778216,etc,0AWF9zOT8YY.wav
108.81568711778216,109.38024798580155,hiccup,0AWF9zOT8YY.wav
109.38024798580155,113.52036101794364,speech,0AWF9zOT8YY.wav
113.52036101794364,114.31343461825658,hiccup,0AWF9zOT8YY.wav
114.31343461825658,117.1093551074954,speech,0AWF9zOT8YY.wav
117.1093551074954,121.98877403823433,etc,0AWF9zOT8YY.wav
121.98877403823433,130.62465327284983,speech,0AWF9zOT8YY.wav
130.62465327284983,133.27271258236928,etc,0AWF9zOT8YY.wav
133.27271258236928,133.90448307753383,cough,0AWF9zOT8YY.wav
133.90448307753383,137.53380294337268,etc,0AWF9zOT8YY.wav
137.53380294337268,138.9317631879921,cough,0AWF9zOT8YY.wav
138.9317631879921,140.55823616490505,etc,0AWF9zOT8YY.wav
140.55823616490505,142.14438336553093,cough,0AWF9zOT8YY.wav
142.14438336553093,145.451097021073,etc,0AWF9zOT8YY.wav
145.451097021073,146.1831241034172,cough,0AWF9zOT8YY.wav
146.1831241034172,149.61081508782058,etc,0AWF9zOT8YY.wav
149.61081508782058,150.09472440326576,cough,0AWF9zOT8YY.wav
150.09472440326576,153.49553153681106,etc,0AWF9zOT8YY.wav
153.49553153681106,154.65153712370787,cough,0AWF9zOT8YY.wav
154.65153712370787,160.20305232589843,etc,0AWF9zOT8YY.wav
160.20305232589843,160.848264746492,cough,0AWF9zOT8YY.wav
160.848264746492,163.61730138487277,etc,0AWF9zOT8YY.wav
163.61730138487277,164.0877687748889,breathe,0AWF9zOT8YY.wav
164.0877687748889,165.24377436178574,etc,0AWF9zOT8YY.wav
165.24377436178574,165.6067063483696,breathe,0AWF9zOT8YY.wav
165.6067063483696,167.28694702699872,etc,0AWF9zOT8YY.wav
167.28694702699872,168.23404491620747,speech,0AWF9zOT8YY.wav
168.23404491620747,170.7073591951495,etc,0AWF9zOT8YY.wav
170.7073591951495,174.12160825412386,speech,0AWF9zOT8YY.wav
174.12160825412386,180.80224519235315,etc,0AWF9zOT8YY.wav
180.80224519235315,183.28900139672422,speech,0AWF9zOT8YY.wav
183.28900139672422,186.19245728939532,etc,0AWF9zOT8YY.wav
186.19245728939532,189.4991709449374,speech,0AWF9zOT8YY.wav
189.4991709449374,190.07865041795063,etc,0AWF9zOT8YY.wav
190.07865041795063,191.10023675055712,breathe,0AWF9zOT8YY.wav
191.10023675055712,193.33159637177656,speech,0AWF9zOT8YY.wav
193.33159637177656,194.56825351124758,etc,0AWF9zOT8YY.wav
194.56825351124758,195.45542058956374,speech,0AWF9zOT8YY.wav
195.45542058956374,198.3912925170068,etc,0AWF9zOT8YY.wav
0.0,5.288208877523791,etc,0Dh4NhF27jc.wav
5.288208877523791,5.879653596401235,speech,0Dh4NhF27jc.wav
5.879653596401235,6.3904467627044825,throat-clearing,0Dh4NhF27jc.wav
6.3904467627044825,10.10041818111754,speech,0Dh4NhF27jc.wav
10.10041818111754,24.10690447816973,etc,0Dh4NhF27jc.wav
24.10690447816973,29.530163535246384,speech,0Dh4NhF27jc.wav
29.530163535246384,32.68901601106909,etc,0Dh4NhF27jc.wav
32.68901601106909,33.76437004539172,speech,0Dh4NhF27jc.wav
33.76437004539172,53.0865799960883,etc,0Dh4NhF27jc.wav
53.0865799960883,54.390446762704485,cough,0Dh4NhF27jc.wav
54.390446762704485,55.65398775303356,breathe,0Dh4NhF27jc.wav
55.65398775303356,73.80058708222786,etc,0Dh4NhF27jc.wav
73.80058708222786,74.59982379171723,cough,0Dh4NhF27jc.wav
74.59982379171723,94.78959578612451,etc,0Dh4NhF27jc.wav
94.78959578612451,95.811182118731,cough,0Dh4NhF27jc.wav
95.811182118731,97.55863242450526,speech,0Dh4NhF27jc.wav
97.55863242450526,102.55174986785288,etc,0Dh4NhF27jc.wav
102.55174986785288,103.3851492444529,speech,0Dh4NhF27jc.wav
103.3851492444529,107.90163618860792,etc,0Dh4NhF27jc.wav
107.90163618860792,115.21404362200178,speech,0Dh4NhF27jc.wav
115.21404362200178,121.12849081077621,etc,0Dh4NhF27jc.wav
121.12849081077621,122.54605609000109,speech,0Dh4NhF27jc.wav
122.54605609000109,123.40633931745919,breathe,0Dh4NhF27jc.wav
123.40633931745919,125.94686322354639,etc,0Dh4NhF27jc.wav
125.94686322354639,127.06254303415612,speech,0Dh4NhF27jc.wav
127.06254303415612,129.61650886567236,etc,0Dh4NhF27jc.wav
129.61650886567236,130.01976662854332,cough,0Dh4NhF27jc.wav
130.01976662854332,130.8262821542853,breathe,0Dh4NhF27jc.wav
130.8262821542853,141.3916355415051,etc,0Dh4NhF27jc.wav
141.3916355415051,143.66332093901164,cough,0Dh4NhF27jc.wav
143.66332093901164,160.57942623791135,etc,0Dh4NhF27jc.wav
160.57942623791135,166.64173460640515,speech,0Dh4NhF27jc.wav
166.64173460640515,170.7580229609344,etc,0Dh4NhF27jc.wav
170.7580229609344,181.98203069417679,speech,0Dh4NhF27jc.wav
181.98203069417679,188.19773242630384,etc,0Dh4NhF27jc.wav
0.0,9.939115075969145,etc,0EaxcUhZWe8.wav
9.939115075969145,18.394086170830786,speech,0EaxcUhZWe8.wav
18.394086170830786,34.3289309134111,etc,0EaxcUhZWe8.wav
34.3289309134111,39.06048866443065,speech,0EaxcUhZWe8.wav
39.06048866443065,49.464538946502046,etc,0EaxcUhZWe8.wav
49.464538946502046,49.74681938051173,cough,0EaxcUhZWe8.wav
49.74681938051173,53.0462542198012,etc,0EaxcUhZWe8.wav
53.0462542198012,63.58472375616292,speech,0EaxcUhZWe8.wav
63.58472375616292,65.61445449594687,etc,0EaxcUhZWe8.wav
65.61445449594687,67.56353368315663,speech,0EaxcUhZWe8.wav
67.56353368315663,68.84051659891475,etc,0EaxcUhZWe8.wav
68.84051659891475,75.21198925227631,speech,0EaxcUhZWe8.wav
